Lot Frontage,Lot Area,Alley,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Mo Sold,SalePrice,MS Zoning_FV,MS Zoning_RL,Street_Pave,Land Contour_HLS,Land Contour_Low,Lot Config_CulDSac,Lot Config_FR3,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAn,Condition 1_RRNn,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Bldg Type_TwnhsE,House Style_2.5Fin,House Style_2Story,Roof Style_Hip,Roof Style_Shed,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_ImStucc,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_VinylSd,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_ImStucc,Exterior 2nd_Other,Exterior 2nd_PreCast,Exterior 2nd_VinylSd,Foundation_PConc,Foundation_Wood,Heating_GasA,Central Air_Y,Electrical_SBrkr,Sale Type_CWD,Sale Type_Con,Sale Type_New,Sale Condition_Partial
3.3181818181818183,5.4273390036452005,,0.0,-0.2765957446808511,-0.8461538461538461,Stone,0.6829268292682927,2,2,3,4,4,4,0.36648501362397823,1,0.0,-0.04288164665523156,0.17681728880157171,1,1.1265386509108812,0.0,0.3469801378192136,1.0,-1.0,0.0,0.0,2,0.5,7,1.0,Gd,Attchd,-0.4523809523809524,Fin,0.0,0.1875,TA,TA,1,1.25,0.5,0.0,0.0,0.0,,,,-0.25,215000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5454545454545454,0.5311057108140947,,-0.5,-0.2553191489361702,-0.8205128205128205,,0.0,2,2,3,3,1,3,0.1335149863760218,2,144.0,-0.3361921097770154,-0.21218074656188604,2,-0.3702609551944855,0.0,-0.8852857721929469,0.0,-1.0,0.0,-1.0,2,-0.5,7,-1.0,,Attchd,-0.42857142857142855,Unf,-1.0,0.9765625,TA,TA,2,0.8333333333333334,-0.38571428571428573,0.0,120.0,0.0,,MnPrv,,0.0,105000,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5909090909090909,1.173876063183475,,0.0,-0.3191489361702128,-0.8974358974358975,BrkFace,0.6585365853658537,2,2,3,3,1,5,0.7534059945504087,1,0.0,-0.10291595197255575,0.6660117878192534,2,0.48252092565238797,0.0,-0.18321848398865018,0.0,-1.0,1.0,0.0,3,0.0,7,-1.0,,Attchd,-0.5,Unf,-1.0,-0.65625,TA,TA,2,2.3392857142857144,0.12857142857142856,0.0,0.0,0.0,,,Gar2,0.0,172000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1363636363636365,0.41883353584447147,,0.5,-0.10638297872340426,-0.6410256410256411,,0.0,3,2,3,3,1,5,0.946866485013624,1,0.0,0.9931389365351629,2.200392927308448,4,2.0206794682422453,0.0,1.083096878800162,1.0,0.0,1.0,0.0,4,1.0,7,1.0,TA,Attchd,-0.2619047619047619,Fin,0.0,0.1640625,TA,TA,2,0.0,-0.38571428571428573,0.0,0.0,0.0,,,,-0.5,244000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2727272727272727,1.0676792223572296,,-0.5,0.5106382978723404,0.1282051282051282,,0.0,2,2,4,3,1,6,0.5735694822888283,1,0.0,-0.5643224699828473,-0.12180746561886051,3,-0.3072378138847858,0.9960923623445825,0.30320226996351846,0.0,0.0,1.0,0.0,2,0.0,7,0.0,TA,Attchd,0.42857142857142855,Fin,0.0,0.0078125,TA,TA,2,1.2619047619047619,0.1,0.0,0.0,0.0,,MnPrv,,-0.75,189900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45454545454545453,0.131591737545565,,0.0,0.5319148936170213,0.1282051282051282,BrkFace,0.12195121951219512,2,2,3,3,1,6,0.31607629427792916,1,0.0,-0.24356775300171526,-0.12573673870333987,4,-0.31117676021664203,0.9634103019538188,0.2626672071341711,0.0,0.0,1.0,0.0,3,0.5,7,0.0,Gd,Attchd,0.4523809523809524,Fin,0.0,-0.0390625,TA,TA,2,2.142857142857143,0.12857142857142856,0.0,0.0,0.0,,,,0.0,195500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2272727272727273,-1.0975698663426487,,1.0,0.5957446808510638,0.20512820512820512,,0.0,3,2,4,3,2,6,0.335149863760218,1,0.0,0.4391080617495712,0.6836935166994106,4,0.5002461841457411,0.0,-0.16862586137008512,1.0,0.0,0.0,-1.0,3,0.0,7,-1.0,,Attchd,0.5238095238095238,Fin,0.0,0.3984375,TA,TA,2,0.0,-0.38571428571428573,0.0,0.0,0.0,,,,-0.5,213500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1363636363636365,-1.0769137302551641,,1.0,0.40425531914893614,-0.02564102564102564,,0.0,3,2,4,3,1,5,-0.14577656675749318,1,0.0,0.9451114922813036,0.5697445972495089,4,0.3860167405219104,0.0,-0.2626672071341711,0.0,0.0,0.0,-1.0,3,-0.5,7,-1.0,,Attchd,0.30952380952380953,RFn,0.0,0.1015625,TA,TA,2,0.0,0.7857142857142857,0.0,144.0,0.0,,,,-1.25,191500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3181818181818181,-0.9835965978128797,,1.0,0.46808510638297873,0.07692307692307693,,0.0,3,2,4,3,1,6,1.103542234332425,1,0.0,-0.08747855917667238,1.1886051080550097,4,1.0477597242737569,0.0,0.2821240372922578,1.0,0.0,0.0,-1.0,3,-0.5,7,0.0,TA,Attchd,0.38095238095238093,RFn,0.0,0.5,TA,TA,2,1.4107142857142858,1.7857142857142858,0.0,0.0,0.0,,,,-0.75,236500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.36363636363636365,-0.470595382746051,,0.5,0.5531914893617021,0.15384615384615385,,0.0,2,2,3,3,1,1,-0.5040871934604905,1,0.0,0.9056603773584906,0.007858546168958742,3,-0.11029049729197439,1.102664298401421,0.5869477097689502,0.0,0.0,1.0,0.0,3,0.5,7,0.0,TA,Attchd,0.47619047619047616,Fin,0.0,-0.1484375,TA,TA,2,0.8333333333333334,0.4714285714285714,0.0,0.0,0.0,,,,0.0,189000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
